,Class,Present,Absent,Leave,Total
0,Nursery,60,23,0,84
1,I,51,22,0,76
2,II,66,14,0,80
3,III,56,22,0,79
4,IV,65,15,0,81
5,V,66,14,0,80
6,VI,187,101,0,292
7,VII,180,112,0,306
8,VIII,193,66,0,261
9,IX,317,197,0,515
10,X,99,54,4,158
11,XI Science,0,0,0,0
12,XI Arts,74,50,0,125
13,XI Commerce,17,4,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,69,47,1,119
17,XII Commerce,7,10,3,20
18,XII Vocational,0,0,0,0
