,Class,Present,Absent,Leave,Total
0,Nursery,36,47,0,84
1,I,48,25,0,76
2,II,46,34,0,80
3,III,45,33,0,79
4,IV,49,31,0,81
5,V,50,30,0,80
6,VI,174,114,0,292
7,VII,162,138,0,314
8,VIII,161,128,0,291
9,IX,278,236,0,515
10,X,86,70,1,158
11,XI Science,0,0,0,0
12,XI Arts,73,61,0,135
13,XI Commerce,16,5,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,67,47,3,119
17,XII Commerce,12,6,2,20
18,XII Vocational,0,0,0,0
