,Class,Present,Absent,Leave,Total
0,Nursery,68,15,0,84
1,I,64,9,0,76
2,II,67,13,0,80
3,III,68,10,0,78
4,IV,74,6,0,81
5,V,71,9,0,80
6,VI,244,43,0,291
7,VII,238,54,0,306
8,VIII,254,35,0,291
9,IX,391,122,2,516
10,X,136,21,0,157
11,XI Science,0,0,0,0
12,XI Arts,106,26,2,135
13,XI Commerce,20,1,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,99,14,4,119
17,XII Commerce,18,1,1,20
18,XII Vocational,0,0,0,0
