,Class,Present,Absent,Leave,Total
0,Nursery,68,15,0,84
1,I,59,14,0,76
2,II,70,10,0,80
3,III,65,13,0,79
4,IV,68,12,0,81
5,V,71,9,0,80
6,VI,225,63,0,292
7,VII,244,48,0,306
8,VIII,237,52,0,291
9,IX,394,118,2,515
10,X,138,18,1,158
11,XI Science,0,0,0,0
12,XI Arts,100,32,2,135
13,XI Commerce,20,1,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,99,18,0,119
17,XII Commerce,16,1,3,20
18,XII Vocational,0,0,0,0
