,Class,Present,Absent,Leave,Total
0,Nursery,60,22,0,84
1,I,62,11,0,76
2,II,70,10,0,80
3,III,73,5,0,79
4,IV,75,5,0,81
5,V,73,7,0,80
6,VI,237,49,3,292
7,VII,259,33,0,306
8,VIII,253,35,0,291
9,IX,402,111,0,514
10,X,147,8,2,158
11,XI Science,0,0,0,0
12,XI Arts,119,14,2,137
13,XI Commerce,21,0,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,78,17,2,99
17,XII Commerce,15,4,1,20
18,XII Vocational,0,0,0,0
