,Class,Present,Absent,Leave,Total
0,Nursery,75,18,0,94
1,I,68,9,0,77
2,II,64,16,0,80
3,III,68,12,0,80
4,IV,60,10,0,70
5,V,69,11,0,80
6,VI,231,59,0,290
7,VII,224,76,0,300
8,VIII,243,48,0,291
9,IX,397,121,1,519
10,X,136,21,1,158
11,XI Science,0,0,0,0
12,XI Arts,106,29,0,136
13,XI Commerce,17,4,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,84,24,4,114
17,XII Commerce,19,1,0,20
18,XII Vocational,0,0,0,0
