,Class,Present,Absent,Leave,Total
0,Nursery,62,21,0,84
1,I,60,13,0,76
2,II,63,17,0,80
3,III,63,15,0,78
4,IV,67,13,0,81
5,V,71,9,0,80
6,VI,240,43,0,287
7,VII,243,43,1,301
8,VIII,234,55,0,291
9,IX,379,134,1,515
10,X,138,19,0,158
11,XI Science,0,0,0,0
12,XI Arts,111,23,0,135
13,XI Commerce,19,2,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,98,16,3,119
17,XII Commerce,16,2,2,20
18,XII Vocational,0,0,0,0
