,Class,Present,Absent,Leave,Total
0,Nursery,54,29,0,84
1,I,51,26,0,77
2,II,43,37,0,80
3,III,54,26,0,80
4,IV,58,22,0,80
5,V,58,22,0,80
6,VI,182,108,0,290
7,VII,176,129,0,305
8,VIII,198,98,0,296
9,IX,298,218,3,519
10,X,113,43,2,158
11,XI Science,0,0,0,0
12,XI Arts,78,52,3,134
13,XI Commerce,17,0,5,22
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,71,44,2,119
17,XII Commerce,16,3,1,20
18,XII Vocational,0,0,0,0
