,Class,Present,Absent,Leave,Total
0,Nursery,61,20,1,82
1,I,65,12,0,77
2,II,69,10,0,79
3,III,68,11,0,79
4,IV,68,10,1,79
5,V,66,14,0,80
6,VI,217,69,2,288
7,VII,217,72,0,289
8,VIII,227,57,0,284
9,IX,374,119,0,493
10,X,116,40,0,156
11,XI Science,0,0,0,0
12,XI Arts,101,29,0,130
13,XI Commerce,17,4,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,83,33,1,117
17,XII Commerce,18,2,0,20
18,XII Vocational,0,0,0,0
