,Class,Present,Absent,Leave,Total
0,Nursery,63,18,1,82
1,I,68,9,0,77
2,II,62,17,0,79
3,III,73,6,0,79
4,IV,70,8,1,79
5,V,69,11,0,80
6,VI,201,86,1,288
7,VII,214,75,0,289
8,VIII,228,56,0,284
9,IX,395,97,1,493
10,X,126,28,2,156
11,XI Science,0,0,0,0
12,XI Arts,106,24,0,130
13,XI Commerce,18,3,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,97,19,1,117
17,XII Commerce,18,2,0,20
18,XII Vocational,0,0,0,0
