,Class,Present,Absent,Leave,Total
0,Nursery,60,21,1,82
1,I,61,16,0,77
2,II,72,7,0,79
3,III,71,8,0,79
4,IV,69,9,1,79
5,V,73,7,0,80
6,VI,226,60,2,288
7,VII,221,68,0,289
8,VIII,224,60,0,284
9,IX,369,124,0,493
10,X,121,31,4,156
11,XI Science,0,0,0,0
12,XI Arts,112,18,0,130
13,XI Commerce,18,3,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,90,25,2,117
17,XII Commerce,15,3,2,20
18,XII Vocational,0,0,0,0
