,Class,Present,Absent,Leave,Total
0,Nursery,44,37,1,82
1,I,63,14,0,77
2,II,48,31,0,79
3,III,64,15,0,79
4,IV,64,15,0,79
5,V,65,15,0,80
6,VI,214,73,1,288
7,VII,213,76,0,289
8,VIII,218,67,0,285
9,IX,390,100,3,493
10,X,116,38,2,156
11,XI Science,0,0,0,0
12,XI Arts,88,42,0,130
13,XI Commerce,14,7,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,68,49,0,117
17,XII Commerce,13,6,1,20
18,XII Vocational,0,0,0,0
