,Class,Present,Absent,Leave,Total
0,Nursery,64,17,1,82
1,I,64,13,0,77
2,II,66,13,0,79
3,III,76,2,1,79
4,IV,74,5,0,79
5,V,73,7,0,80
6,VI,236,50,2,288
7,VII,233,54,2,289
8,VIII,239,44,0,283
9,IX,403,84,6,493
10,X,133,19,4,156
11,XI Science,0,0,0,0
12,XI Arts,109,18,2,129
13,XI Commerce,20,1,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,89,23,5,117
17,XII Commerce,15,4,1,20
18,XII Vocational,0,0,0,0
