,Class,Present,Absent,Leave,Total
0,Nursery,59,22,1,82
1,I,53,24,0,77
2,II,60,19,0,79
3,III,68,11,0,79
4,IV,76,3,0,79
5,V,72,8,0,80
6,VI,228,58,2,288
7,VII,228,59,1,288
8,VIII,222,61,0,283
9,IX,366,119,8,493
10,X,128,25,3,156
11,XI Science,0,0,0,0
12,XI Arts,93,36,0,129
13,XI Commerce,16,5,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,77,39,1,117
17,XII Commerce,12,8,0,20
18,XII Vocational,0,0,0,0
