,Class,Present,Absent,Leave,Total
0,Nursery,34,47,1,84
1,I,43,36,0,82
2,II,41,38,0,80
3,III,44,33,2,80
4,IV,43,36,0,80
5,V,49,31,0,80
6,VI,189,101,0,292
7,VII,197,92,0,306
8,VIII,192,94,0,291
9,IX,356,137,0,520
10,X,115,38,3,158
11,XI Science,0,0,0,0
12,XI Arts,78,52,0,136
13,XI Commerce,17,4,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,71,43,3,119
17,XII Commerce,14,2,4,20
18,XII Vocational,0,0,0,0
