,Class,Present,Absent,Leave,Total
0,Nursery,57,25,0,84
1,I,66,11,0,80
2,II,64,15,0,80
3,III,59,20,0,80
4,IV,71,8,0,80
5,V,74,6,0,80
6,VI,230,58,2,292
7,VII,247,42,0,306
8,VIII,254,34,0,291
9,IX,372,120,1,520
10,X,139,16,1,158
11,XI Science,0,0,0,0
12,XI Arts,111,19,0,136
13,XI Commerce,16,5,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,90,25,2,119
17,XII Commerce,16,1,3,20
18,XII Vocational,0,0,0,0
