,Class,Present,Absent,Leave,Total
0,Nursery,66,15,1,84
1,I,63,14,0,80
2,II,68,11,0,80
3,III,68,10,1,80
4,IV,63,15,2,81
5,V,72,8,0,80
6,VI,224,66,1,293
7,VII,209,80,0,306
8,VIII,217,71,0,291
9,IX,385,107,1,520
10,X,119,37,0,158
11,XI Science,0,0,0,0
12,XI Arts,106,24,0,136
13,XI Commerce,17,4,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,86,31,0,119
17,XII Commerce,16,4,0,20
18,XII Vocational,0,0,0,0
