,Class,Present,Absent,Leave,Total
0,Nursery,66,15,1,84
1,I,56,21,0,80
2,II,66,13,0,80
3,III,67,9,3,80
4,IV,70,9,0,80
5,V,70,10,0,80
6,VI,212,78,0,292
7,VII,241,48,0,306
8,VIII,225,62,0,292
9,IX,394,99,0,520
10,X,136,20,0,158
11,XI Science,0,0,0,0
12,XI Arts,113,17,0,136
13,XI Commerce,19,2,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,90,25,2,119
17,XII Commerce,17,1,2,20
18,XII Vocational,0,0,0,0
