,Class,Present,Absent,Leave,Total
0,Nursery,64,18,1,85
1,I,62,15,0,80
2,II,64,15,0,80
3,III,54,35,0,90
4,IV,66,13,0,80
5,V,71,9,0,80
6,VI,224,44,1,271
7,VII,232,57,0,306
8,VIII,237,51,0,291
9,IX,385,108,0,520
10,X,134,20,2,158
11,XI Science,0,0,0,0
12,XI Arts,101,29,0,136
13,XI Commerce,25,7,0,32
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,88,28,1,119
17,XII Commerce,16,3,1,20
18,XII Vocational,0,0,0,0
