,Class,Present,Absent,Leave,Total
0,Nursery,77,1,0,78
1,I,63,1,0,64
2,II,77,1,0,78
3,III,77,2,0,79
4,IV,78,0,0,78
5,V,82,0,0,82
6,VI,256,48,0,304
7,VII,247,45,0,292
8,VIII,253,56,0,309
9,IX,317,79,0,396
10,X,109,26,0,135
11,XI Science,0,0,0,0
12,XI Arts,130,26,1,157
13,XI Commerce,19,2,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,104,21,1,126
17,XII Commerce,19,4,0,23
18,XII Vocational,0,0,0,0
