,Class,Present,Absent,Leave,Total
0,Nursery,66,12,0,78
1,I,65,9,0,74
2,II,70,8,0,78
3,III,72,1,6,79
4,IV,73,5,0,78
5,V,69,13,0,82
6,VI,250,57,8,315
7,VII,264,27,0,291
8,VIII,256,51,3,310
9,IX,330,74,1,405
10,X,120,15,0,135
11,XI Science,0,0,0,0
12,XI Arts,148,9,0,157
13,XI Commerce,18,1,2,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,126,0,0,126
17,XII Commerce,23,0,0,23
18,XII Vocational,0,0,0,0
