,Class,Present,Absent,Leave,Total
0,Nursery,62,16,0,78
1,I,67,7,0,74
2,II,66,12,0,78
3,III,67,7,5,79
4,IV,70,8,0,78
5,V,71,11,0,82
6,VI,253,53,1,307
7,VII,242,50,0,292
8,VIII,250,55,5,310
9,IX,321,75,3,399
10,X,102,32,2,136
11,XI Science,0,0,0,0
12,XI Arts,127,30,0,157
13,XI Commerce,15,3,3,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,125,1,0,126
17,XII Commerce,23,0,0,23
18,XII Vocational,0,0,0,0
