,Class,Present,Absent,Leave,Total
0,Nursery,64,14,0,78
1,I,66,8,0,74
2,II,68,10,0,78
3,III,76,2,1,79
4,IV,77,1,0,78
5,V,75,7,0,82
6,VI,254,49,1,304
7,VII,280,14,0,294
8,VIII,282,25,2,309
9,IX,300,94,2,396
10,X,115,20,0,135
11,XI Science,0,0,0,0
12,XI Arts,129,24,4,157
13,XI Commerce,19,2,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,107,12,7,126
17,XII Commerce,21,2,0,23
18,XII Vocational,0,0,0,0
