,Class,Present,Absent,Leave,Total
0,Nursery,68,10,0,78
1,I,63,11,0,74
2,II,69,9,0,78
3,III,69,7,0,76
4,IV,72,6,0,78
5,V,73,9,0,82
6,VI,256,51,0,307
7,VII,255,32,0,287
8,VIII,267,42,0,309
9,IX,323,76,0,399
10,X,113,22,0,135
11,XI Science,0,0,0,0
12,XI Arts,124,33,0,157
13,XI Commerce,18,1,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,73,46,0,126
17,XII Commerce,11,0,0,23
18,XII Vocational,0,0,0,0
