,Class,Present,Absent,Leave,Total
0,Nursery,76,2,0,78
1,I,73,1,0,74
2,II,76,2,0,78
3,III,77,2,0,79
4,IV,78,0,0,78
5,V,82,0,0,82
6,VI,251,56,3,310
7,VII,248,43,1,292
8,VIII,251,58,0,309
9,IX,321,75,0,396
10,X,113,20,2,135
11,XI Science,0,0,0,0
12,XI Arts,133,23,1,157
13,XI Commerce,17,4,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,88,32,6,126
17,XII Commerce,7,16,0,23
18,XII Vocational,0,0,0,0
