,Class,Present,Absent,Leave,Total
0,Nursery,54,24,0,78
1,I,56,18,0,74
2,II,58,20,0,78
3,III,57,20,2,79
4,IV,53,25,0,78
5,V,66,16,0,82
6,VI,222,85,0,307
7,VII,223,68,1,292
8,VIII,225,84,0,309
9,IX,219,176,2,397
10,X,95,39,1,135
11,XI Science,0,0,0,0
12,XI Arts,112,41,4,157
13,XI Commerce,16,2,3,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,80,42,4,126
17,XII Commerce,8,15,0,23
18,XII Vocational,0,0,0,0
