,Class,Present,Absent,Leave,Total
0,Nursery,56,22,0,78
1,I,65,9,0,74
2,II,63,15,0,78
3,III,67,16,0,83
4,IV,66,12,0,78
5,V,64,18,0,82
6,VI,235,72,1,308
7,VII,227,64,0,291
8,VIII,224,85,1,310
9,IX,254,121,3,378
10,X,111,24,0,135
11,XI Science,0,0,0,0
12,XI Arts,116,37,4,157
13,XI Commerce,18,1,2,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,48,62,16,126
17,XII Commerce,12,11,0,23
18,XII Vocational,0,0,0,0
