,Class,Present,Absent,Leave,Total
0,Nursery,55,26,1,84
1,I,58,19,0,80
2,II,62,18,0,80
3,III,64,15,0,80
4,IV,63,16,1,81
5,V,63,17,0,80
6,VI,217,72,3,294
7,VII,207,85,0,306
8,VIII,211,77,0,291
9,IX,346,162,4,522
10,X,137,19,0,158
11,XI Science,0,0,0,0
12,XI Arts,106,29,0,137
13,XI Commerce,17,4,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,79,37,1,119
17,XII Commerce,13,3,4,20
18,XII Vocational,0,0,0,0
