,Class,Present,Absent,Leave,Total
0,Nursery,60,21,1,84
1,I,71,6,0,80
2,II,68,12,0,80
3,III,71,8,0,80
4,IV,71,9,0,81
5,V,73,9,0,82
6,VI,230,57,4,292
7,VII,212,78,2,306
8,VIII,221,67,0,291
9,IX,375,137,0,522
10,X,108,47,1,158
11,XI Science,0,0,0,0
12,XI Arts,89,34,1,126
13,XI Commerce,15,6,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,61,50,6,119
17,XII Commerce,3,0,17,20
18,XII Vocational,0,0,0,0
