,Class,Present,Absent,Leave,Total
0,Nursery,67,14,1,84
1,I,63,14,0,80
2,II,72,8,0,80
3,III,74,5,0,80
4,IV,74,6,0,81
5,V,70,10,0,80
6,VI,246,45,0,294
7,VII,254,38,0,306
8,VIII,261,27,0,291
9,IX,430,79,3,522
10,X,136,20,0,158
11,XI Science,0,0,0,0
12,XI Arts,104,29,2,137
13,XI Commerce,18,3,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,91,25,1,119
17,XII Commerce,14,2,4,20
18,XII Vocational,0,0,0,0
