,Class,Present,Absent,Leave,Total
0,Nursery,58,23,1,84
1,I,62,15,0,80
2,II,62,18,0,80
3,III,62,16,0,79
4,IV,62,18,0,81
5,V,66,14,0,80
6,VI,194,96,0,293
7,VII,198,94,0,306
8,VIII,216,72,0,291
9,IX,381,133,1,520
10,X,107,102,5,215
11,XI Science,0,0,0,0
12,XI Arts,101,33,1,137
13,XI Commerce,17,4,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,84,33,0,119
17,XII Commerce,15,3,2,20
18,XII Vocational,0,0,0,0
