,Class,Present,Absent,Leave,Total
0,Nursery,57,24,0,83
1,I,58,19,0,80
2,II,65,15,0,80
3,III,62,17,0,80
4,IV,64,14,0,79
5,V,66,14,0,80
6,VI,224,65,1,293
7,VII,227,65,0,306
8,VIII,239,49,0,291
9,IX,386,126,2,522
10,X,131,25,0,158
11,XI Science,0,0,0,0
12,XI Arts,109,26,0,137
13,XI Commerce,15,6,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,105,12,0,119
17,XII Commerce,15,3,2,20
18,XII Vocational,0,0,0,0
