,Class,Present,Absent,Leave,Total
0,Nursery,64,18,0,84
1,I,62,15,0,80
2,II,64,16,0,80
3,III,69,10,0,80
4,IV,74,5,0,80
5,V,71,9,0,80
6,VI,230,60,0,293
7,VII,244,47,1,306
8,VIII,237,51,0,291
9,IX,414,96,2,522
10,X,131,25,0,158
11,XI Science,0,0,0,0
12,XI Arts,100,35,0,137
13,XI Commerce,19,2,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,52,65,0,119
17,XII Commerce,12,8,0,20
18,XII Vocational,0,0,0,0
