,Class,Present,Absent,Leave,Total
0,Nursery,60,21,1,82
1,I,58,19,0,77
2,II,63,16,0,79
3,III,68,11,0,79
4,IV,63,16,0,79
5,V,70,10,0,80
6,VI,226,61,0,287
7,VII,229,56,1,286
8,VIII,219,62,0,281
9,IX,417,72,4,493
10,X,128,28,0,156
11,XI Science,0,0,0,0
12,XI Arts,117,10,2,129
13,XI Commerce,19,2,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,75,39,3,117
17,XII Commerce,6,3,11,20
18,XII Vocational,0,0,0,0
