,Class,Present,Absent,Leave,Total
0,Nursery,70,11,1,82
1,I,62,15,0,77
2,II,66,13,0,79
3,III,68,11,0,79
4,IV,68,11,0,79
5,V,72,8,0,80
6,VI,231,55,1,287
7,VII,230,53,3,286
8,VIII,227,54,0,281
9,IX,410,82,1,493
10,X,124,31,1,156
11,XI Science,0,0,0,0
12,XI Arts,108,17,4,129
13,XI Commerce,21,0,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,116,1,0,117
17,XII Commerce,20,0,0,20
18,XII Vocational,0,0,0,0
