,Class,Present,Absent,Leave,Total
0,Nursery,61,20,1,82
1,I,68,9,0,77
2,II,67,12,0,79
3,III,64,15,0,79
4,IV,70,9,0,79
5,V,72,8,0,80
6,VI,241,45,1,287
7,VII,235,51,0,286
8,VIII,235,46,0,281
9,IX,400,84,9,493
10,X,134,22,0,156
11,XI Science,0,0,0,0
12,XI Arts,115,13,1,129
13,XI Commerce,20,1,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,80,36,1,117
17,XII Commerce,3,3,14,20
18,XII Vocational,0,0,0,0
