,Class,Present,Absent,Leave,Total
0,Nursery,0,0,82,82
1,I,0,0,77,77
2,II,0,0,79,79
3,III,0,0,79,79
4,IV,0,0,79,79
5,V,0,0,80,80
6,VI,209,78,0,287
7,VII,221,64,1,286
8,VIII,206,75,0,281
9,IX,365,110,18,493
10,X,107,49,0,156
11,XI Science,0,0,0,0
12,XI Arts,89,35,5,129
13,XI Commerce,16,5,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,97,20,0,117
17,XII Commerce,13,5,2,20
18,XII Vocational,0,0,0,0
