,Class,Present,Absent,Leave,Total
0,Nursery,66,15,1,82
1,I,62,15,0,77
2,II,63,16,0,79
3,III,67,12,0,79
4,IV,71,8,0,79
5,V,69,11,0,80
6,VI,222,62,3,287
7,VII,232,54,2,288
8,VIII,216,67,0,283
9,IX,397,83,13,493
10,X,125,29,2,156
11,XI Science,0,0,0,0
12,XI Arts,101,25,3,129
13,XI Commerce,20,1,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,87,29,1,117
17,XII Commerce,16,2,2,20
18,XII Vocational,0,0,0,0
