,Class,Present,Absent,Leave,Total
0,Nursery,73,10,0,84
1,I,45,24,0,69
2,II,67,17,0,84
3,III,74,6,1,81
4,IV,72,8,0,80
5,V,73,7,0,80
6,VI,226,63,0,289
7,VII,245,60,0,305
8,VIII,241,50,0,291
9,IX,379,148,2,529
10,X,131,22,4,157
11,XI Science,0,0,0,0
12,XI Arts,106,30,0,136
13,XI Commerce,20,2,0,22
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,74,42,1,119
17,XII Commerce,15,4,1,20
18,XII Vocational,0,0,0,0
