,Class,Present,Absent,Leave,Total
0,Nursery,67,16,0,84
1,I,58,21,0,79
2,II,65,15,0,80
3,III,64,16,0,80
4,IV,72,8,0,80
5,V,72,8,0,80
6,VI,229,59,1,289
7,VII,191,114,0,305
8,VIII,233,58,0,291
9,IX,372,147,2,521
10,X,127,28,3,158
11,XI Science,0,0,0,0
12,XI Arts,92,42,2,136
13,XI Commerce,18,4,0,22
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,90,26,1,119
17,XII Commerce,14,3,3,20
18,XII Vocational,0,0,0,0
