,Class,Present,Absent,Leave,Total
0,Nursery,60,23,0,84
1,I,59,20,0,79
2,II,69,11,0,80
3,III,68,12,0,80
4,IV,70,10,0,80
5,V,74,6,0,80
6,VI,236,52,1,289
7,VII,223,82,0,305
8,VIII,235,56,0,291
9,IX,382,139,2,523
10,X,130,27,0,157
11,XI Science,0,0,0,0
12,XI Arts,98,37,0,135
13,XI Commerce,16,6,0,22
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,83,33,1,119
17,XII Commerce,16,1,3,20
18,XII Vocational,0,0,0,0
