,Class,Present,Absent,Leave,Total
0,Nursery,64,19,0,84
1,I,48,31,0,79
2,II,63,17,0,80
3,III,64,16,0,80
4,IV,61,19,0,80
5,V,76,7,0,83
6,VI,229,60,0,289
7,VII,231,74,0,305
8,VIII,230,61,0,291
9,IX,361,163,2,526
10,X,126,26,5,157
11,XI Science,0,0,0,0
12,XI Arts,101,34,0,135
13,XI Commerce,21,1,0,22
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,83,32,2,119
17,XII Commerce,15,4,1,20
18,XII Vocational,0,0,0,0
