,Class,Present,Absent,Leave,Total
0,Nursery,67,16,0,84
1,I,61,18,0,79
2,II,68,12,0,80
3,III,67,13,0,80
4,IV,71,9,0,80
5,V,73,7,0,80
6,VI,234,55,0,289
7,VII,205,100,0,305
8,VIII,222,69,0,291
9,IX,361,162,3,526
10,X,128,27,2,157
11,XI Science,0,0,0,0
12,XI Arts,86,49,0,135
13,XI Commerce,20,2,0,22
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,83,34,0,119
17,XII Commerce,17,1,2,20
18,XII Vocational,0,0,0,0
