,Class,Present,Absent,Leave,Total
0,Nursery,63,19,0,83
1,I,53,26,0,79
2,II,66,14,0,80
3,III,67,13,0,80
4,IV,67,13,0,80
5,V,71,9,0,80
6,VI,203,82,0,285
7,VII,202,102,0,304
8,VIII,222,69,0,291
9,IX,335,188,7,530
10,X,125,28,4,157
11,XI Science,0,0,0,0
12,XI Arts,190,43,0,233
13,XI Commerce,20,2,0,22
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,86,31,1,118
17,XII Commerce,13,5,2,20
18,XII Vocational,0,0,0,0
