,Class,Present,Absent,Leave,Total
0,Nursery,69,14,0,84
1,I,53,26,0,79
2,II,66,14,0,80
3,III,67,13,0,80
4,IV,65,15,0,80
5,V,64,6,0,70
6,VI,228,61,0,289
7,VII,232,73,0,305
8,VIII,234,57,0,291
9,IX,412,109,6,527
10,X,134,19,4,157
11,XI Science,0,0,0,0
12,XI Arts,115,21,0,136
13,XI Commerce,20,2,0,22
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,100,17,2,121
17,XII Commerce,18,1,1,20
18,XII Vocational,0,0,0,0
