,Class,Present,Absent,Leave,Total
0,Nursery,65,18,0,84
1,I,59,20,0,79
2,II,66,14,0,80
3,III,67,13,0,80
4,IV,71,9,0,80
5,V,73,9,0,82
6,VI,231,59,0,290
7,VII,237,68,0,305
8,VIII,241,50,0,291
9,IX,338,182,1,521
10,X,127,29,1,157
11,XI Science,0,0,0,0
12,XI Arts,96,38,1,135
13,XI Commerce,19,3,0,22
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,92,25,0,119
17,XII Commerce,14,5,1,20
18,XII Vocational,0,0,0,0
