,Class,Present,Absent,Leave,Total
0,Nursery,80,3,0,84
1,I,73,4,0,77
2,II,77,3,0,80
3,III,78,2,0,80
4,IV,77,3,0,80
5,V,78,2,0,80
6,VI,284,6,0,290
7,VII,300,5,0,305
8,VIII,287,4,0,291
9,IX,511,9,0,520
10,X,155,3,0,158
11,XI Science,0,0,0,0
12,XI Arts,133,3,0,137
13,XI Commerce,19,2,0,21
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,113,4,0,119
17,XII Commerce,17,3,0,20
18,XII Vocational,0,0,0,0
