,Class,Present,Absent,Leave,Total
0,Nursery,52,30,0,83
1,I,54,25,0,79
2,II,60,20,0,80
3,III,59,21,0,80
4,IV,58,22,0,80
5,V,66,14,0,80
6,VI,193,92,0,285
7,VII,212,92,0,304
8,VIII,208,86,0,294
9,IX,339,185,7,531
10,X,114,37,6,157
11,XI Science,0,0,0,0
12,XI Arts,76,56,0,132
13,XI Commerce,20,2,0,22
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,72,47,0,119
17,XII Commerce,18,2,0,20
18,XII Vocational,0,0,0,0
