,Class,Present,Absent,Leave,Total
0,Nursery,63,19,0,83
1,I,53,26,0,79
2,II,62,18,0,80
3,III,69,11,2,82
4,IV,62,18,0,80
5,V,66,14,0,80
6,VI,214,73,0,287
7,VII,213,92,0,305
8,VIII,244,47,0,291
9,IX,337,181,9,527
10,X,123,29,0,152
11,XI Science,0,0,0,0
12,XI Arts,99,34,0,133
13,XI Commerce,23,0,0,23
14,XI Vocational,0,0,0,0
15,XII Science,0,0,0,0
16,XII Arts,89,28,0,117
17,XII Commerce,17,0,3,20
18,XII Vocational,0,0,0,0
